PARM =,MNET;SLAT;SLON,;SELV;TMPF,;SKNT;DRC,T;GUST;PM,SL;ALTI;D,WPF;RELH;,WTHR;P24I,,,,,,,,
STN,YYMMDD/HHMM,MNET,SLAT,SLON,SELV,TMPF,SKNT,DRCT,GUST,PMSL,ALTI,DWPF,RELH,WTHR,P24I
BNDI2,20131012/0155,123,40.05,-88.37,213,61.09,-9999,-9999,-9999,-9999,-9999,53.1,75,-9999,-9999
BNDI2,20131012/0200,123,40.05,-88.37,213,61.09,-9999,-9999,-9999,-9999,-9999,52.74,74,-9999,-9999
BRQT2,20131012/0120,123,32.04,-100.25,604,68.77,-9999,-9999,-9999,-9999,-9999,44.74,42,-9999,-9999
BRQT2,20131012/0125,123,32.04,-100.25,604,70.21,-9999,-9999,-9999,-9999,-9999,50.69,50,-9999,-9999
BRQT2,20131012/0130,123,32.04,-100.25,604,69.87,-9999,-9999,-9999,-9999,-9999,49.28,48,-9999,-9999
BRQT2,20131012/0135,123,32.04,-100.25,604,70.11,-9999,-9999,-9999,-9999,-9999,49.5,48,-9999,-9999
BRQT2,20131012/0140,123,32.04,-100.25,604,69.85,-9999,-9999,-9999,-9999,-9999,46.33,43,-9999,-9999
BRQT2,20131012/0145,123,32.04,-100.25,604,69.85,-9999,-9999,-9999,-9999,-9999,46.33,43,-9999,-9999
BRQT2,20131012/0150,123,32.04,-100.25,604,66.65,-9999,-9999,-9999,-9999,-9999,44.04,44,-9999,-9999
BRQT2,20131012/0155,123,32.04,-100.25,604,65.03,-9999,-9999,-9999,-9999,-9999,43.74,46,-9999,-9999
BRQT2,20131012/0200,123,32.04,-100.25,604,63.99,-9999,-9999,2.53,-9999,-9999,45.49,51,-9999,-9999
BRQT2,20131012/0205,123,32.04,-100.25,604,64.83,-9999,-9999,-9999,-9999,-9999,46.27,51,-9999,-9999
BRQT2,20131012/0210,123,32.04,-100.25,604,66.13,-9999,-9999,-9999,-9999,-9999,49.48,55,-9999,-9999
BRQT2,20131012/0215,123,32.04,-100.25,604,66.13,-9999,-9999,-9999,-9999,-9999,51.38,59,-9999,-9999
BSPM8,20131012/0110,123,45.16,-113.01,1820,40.44,-9999,-9999,-9999,-9999,-9999,15.62,36,-9999,-9999
BSPM8,20131012/0115,123,45.16,-113.01,1820,41.04,-9999,-9999,-9999,-9999,-9999,16.78,37,-9999,-9999
BSPM8,20131012/0120,123,45.16,-113.01,1820,40.26,-9999,-9999,-9999,-9999,-9999,15.46,36,-9999,-9999
BSPM8,20131012/0125,123,45.16,-113.01,1820,41.02,-9999,-9999,-9999,-9999,-9999,16.76,37,-9999,-9999
BSPM8,20131012/0130,123,45.16,-113.01,1820,41.68,-9999,-9999,-9999,-9999,-9999,16.72,36,-9999,-9999
BSPM8,20131012/0135,123,45.16,-113.01,1820,41.67,-9999,-9999,-9999,-9999,-9999,16.06,35,-9999,-9999
BSPM8,20131012/0140,123,45.16,-113.01,1820,41.59,-9999,-9999,-9999,-9999,-9999,15.99,35,-9999,-9999
BSPM8,20131012/0145,123,45.16,-113.01,1820,39.42,-9999,-9999,-9999,-9999,-9999,13.41,34,-9999,-9999
BSPM8,20131012/0150,123,45.16,-113.01,1820,36.59,-9999,-9999,-9999,-9999,-9999,12.81,37,-9999,-9999
BSPM8,20131012/0155,123,45.16,-113.01,1820,36.57,-9999,-9999,-9999,-9999,-9999,16.22,43,-9999,-9999
BSPM8,20131012/0200,123,45.16,-113.01,1820,36.95,-9999,-9999,4.94,-9999,-9999,17.09,44,-9999,-9999
BSPM8,20131012/0205,123,45.16,-113.01,1820,36.68,-9999,-9999,-9999,-9999,-9999,16.32,43,-9999,-9999
CADL1,20131012/0105,123,30.09,-91.87,11,70.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CADL1,20131012/0110,123,30.09,-91.87,11,70.83,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CADL1,20131012/0115,123,30.09,-91.87,11,71.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CADL1,20131012/0120,123,30.09,-91.87,11,70.57,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CADL1,20131012/0125,123,30.09,-91.87,11,70.66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CADL1,20131012/0130,123,30.09,-91.87,11,70.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CADL1,20131012/0135,123,30.09,-91.87,11,70.93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CADL1,20131012/0140,123,30.09,-91.87,11,70.93,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CADL1,20131012/0145,123,30.09,-91.87,11,69.91,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CADL1,20131012/0150,123,30.09,-91.87,11,70.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CADL1,20131012/0155,123,30.09,-91.87,11,70.5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CADL1,20131012/0200,123,30.09,-91.87,11,70.18,-9999,-9999,1.54,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0110,123,37.29,-75.93,9,66.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0115,123,37.29,-75.93,9,66.76,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0120,123,37.29,-75.93,9,66.7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0125,123,37.29,-75.93,9,66.63,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0130,123,37.29,-75.93,9,66.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0135,123,37.29,-75.93,9,66.56,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0140,123,37.29,-75.93,9,66.65,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0145,123,37.29,-75.93,9,66.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0150,123,37.29,-75.93,9,66.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0155,123,37.29,-75.93,9,66.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0200,123,37.29,-75.93,9,66.72,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CCHV2,20131012/0205,123,37.29,-75.93,9,66.69,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CEZC2,20131012/0110,123,37.26,-108.5,2454,38.91,-9999,-9999,-9999,-9999,-9999,31.34,74,-9999,-9999
CEZC2,20131012/0115,123,37.26,-108.5,2454,38.91,-9999,-9999,-9999,-9999,-9999,31.67,75,-9999,-9999
CEZC2,20131012/0120,123,37.26,-108.5,2454,37.49,-9999,-9999,-9999,-9999,-9999,30.95,77,-9999,-9999
CEZC2,20131012/0125,123,37.26,-108.5,2454,37.56,-9999,-9999,-9999,-9999,-9999,31.33,78,-9999,-9999
CEZC2,20131012/0130,123,37.26,-108.5,2454,37.65,-9999,-9999,-9999,-9999,-9999,31.1,77,-9999,-9999
CEZC2,20131012/0135,123,37.26,-108.5,2454,37.58,-9999,-9999,-9999,-9999,-9999,30.71,76,-9999,-9999
CEZC2,20131012/0140,123,37.26,-108.5,2454,37.58,-9999,-9999,-9999,-9999,-9999,30.39,75,-9999,-9999
CEZC2,20131012/0145,123,37.26,-108.5,2454,37.47,-9999,-9999,-9999,-9999,-9999,30.28,75,-9999,-9999
CEZC2,20131012/0150,123,37.26,-108.5,2454,37.63,-9999,-9999,-9999,-9999,-9999,30.44,75,-9999,-9999
CEZC2,20131012/0155,123,37.26,-108.5,2454,37.42,-9999,-9999,-9999,-9999,-9999,29.9,74,-9999,-9999
CEZC2,20131012/0200,123,37.26,-108.5,2454,37.18,-9999,-9999,3.4,-9999,-9999,29.67,74,-9999,-9999
CEZC2,20131012/0205,123,37.26,-108.5,2454,36.93,-9999,-9999,-9999,-9999,-9999,30.08,76,-9999,-9999
CFNF1,20131012/0115,123,25.9,-81.32,1,76.21,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CFNF1,20131012/0120,123,25.9,-81.32,1,76.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CFNF1,20131012/0125,123,25.9,-81.32,1,76.15,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CFNF1,20131012/0130,123,25.9,-81.32,1,76.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CFNF1,20131012/0135,123,25.9,-81.32,1,76.08,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CFNF1,20131012/0140,123,25.9,-81.32,1,76.12,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CFNF1,20131012/0145,123,25.9,-81.32,1,76.05,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CFNF1,20131012/0150,123,25.9,-81.32,1,76.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CFNF1,20131012/0155,123,25.9,-81.32,1,76.17,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CFNF1,20131012/0200,123,25.9,-81.32,1,76.01,-9999,-9999,2.55,-9999,-9999,-9999,-9999,-9999,-9999
CFNF1,20131012/0205,123,25.9,-81.32,1,76.23,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CFNF1,20131012/0210,123,25.9,-81.32,1,76.42,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CHAV2,20131012/0115,123,38,-78.47,359,56.86,-9999,-9999,-9999,-9999,-9999,56.02,97,-9999,-9999
CHAV2,20131012/0120,123,38,-78.47,359,56.82,-9999,-9999,-9999,-9999,-9999,55.98,97,-9999,-9999
CHAV2,20131012/0125,123,38,-78.47,359,56.86,-9999,-9999,-9999,-9999,-9999,56.02,97,-9999,-9999
CHAV2,20131012/0130,123,38,-78.47,359,56.88,-9999,-9999,-9999,-9999,-9999,56.04,97,-9999,-9999
CHAV2,20131012/0135,123,38,-78.47,359,56.82,-9999,-9999,-9999,-9999,-9999,55.98,97,-9999,-9999
CHAV2,20131012/0140,123,38,-78.47,359,56.82,-9999,-9999,-9999,-9999,-9999,55.98,97,-9999,-9999
CHAV2,20131012/0145,123,38,-78.47,359,56.82,-9999,-9999,-9999,-9999,-9999,55.98,97,-9999,-9999
CHAV2,20131012/0150,123,38,-78.47,359,56.88,-9999,-9999,-9999,-9999,-9999,56.04,97,-9999,-9999
CHAV2,20131012/0155,123,38,-78.47,359,56.86,-9999,-9999,-9999,-9999,-9999,56.02,97,-9999,-9999
CHAV2,20131012/0200,123,38,-78.47,359,56.88,-9999,-9999,5.72,-9999,-9999,56.04,97,-9999,-9999
CHAV2,20131012/0205,123,38,-78.47,359,56.91,-9999,-9999,-9999,-9999,-9999,56.07,97,-9999,-9999
CHAV2,20131012/0210,123,38,-78.47,359,56.95,-9999,-9999,-9999,-9999,-9999,56.11,97,-9999,-9999
CING1,20131012/0115,123,30.81,-81.46,8,64.58,-9999,-9999,-9999,-9999,-9999,61.26,89,-9999,-9999
CING1,20131012/0120,123,30.81,-81.46,8,63.63,-9999,-9999,-9999,-9999,-9999,60.32,89,-9999,-9999
CING1,20131012/0125,123,30.81,-81.46,8,63.84,-9999,-9999,-9999,-9999,-9999,60.53,89,-9999,-9999
CING1,20131012/0130,123,30.81,-81.46,8,63.64,-9999,-9999,-9999,-9999,-9999,60.65,90,-9999,-9999
CING1,20131012/0135,123,30.81,-81.46,8,63.16,-9999,-9999,-9999,-9999,-9999,60.17,90,-9999,-9999
CING1,20131012/0140,123,30.81,-81.46,8,62.94,-9999,-9999,-9999,-9999,-9999,59.96,90,-9999,-9999
CING1,20131012/0145,123,30.81,-81.46,8,63.27,-9999,-9999,-9999,-9999,-9999,60.28,90,-9999,-9999
CING1,20131012/0150,123,30.81,-81.46,8,63.19,-9999,-9999,-9999,-9999,-9999,60.52,91,-9999,-9999
CING1,20131012/0155,123,30.81,-81.46,8,63.1,-9999,-9999,-9999,-9999,-9999,60.43,91,-9999,-9999
CING1,20131012/0200,123,30.81,-81.46,8,62.96,-9999,-9999,0,-9999,-9999,60.6,92,-9999,-9999
CING1,20131012/0205,123,30.81,-81.46,8,63.07,-9999,-9999,-9999,-9999,-9999,60.71,92,-9999,-9999
CING1,20131012/0210,123,30.81,-81.46,8,63.32,-9999,-9999,-9999,-9999,-9999,60.95,92,-9999,-9999
CLIO1,20131012/0115,123,40.37,-81.78,332,62.89,-9999,-9999,-9999,-9999,-9999,55.56,77,-9999,-9999
CLIO1,20131012/0120,123,40.37,-81.78,332,63.48,-9999,-9999,-9999,-9999,-9999,56.14,77,-9999,-9999
CLIO1,20131012/0125,123,40.37,-81.78,332,62.76,-9999,-9999,-9999,-9999,-9999,55.44,77,-9999,-9999
CLIO1,20131012/0130,123,40.37,-81.78,332,62.92,-9999,-9999,-9999,-9999,-9999,54.87,75,-9999,-9999
CLIO1,20131012/0135,123,40.37,-81.78,332,63.01,-9999,-9999,-9999,-9999,-9999,55.32,76,-9999,-9999
CLIO1,20131012/0140,123,40.37,-81.78,332,63.03,-9999,-9999,-9999,-9999,-9999,55.34,76,-9999,-9999
CLIO1,20131012/0145,123,40.37,-81.78,332,62.8,-9999,-9999,-9999,-9999,-9999,55.12,76,-9999,-9999
CLIO1,20131012/0150,123,40.37,-81.78,332,62.82,-9999,-9999,-9999,-9999,-9999,55.14,76,-9999,-9999
CLIO1,20131012/0155,123,40.37,-81.78,332,62.67,-9999,-9999,-9999,-9999,-9999,54.99,76,-9999,-9999
CLIO1,20131012/0200,123,40.37,-81.78,332,62.74,-9999,-9999,3.44,-9999,-9999,55.42,77,-9999,-9999
CLIO1,20131012/0205,123,40.37,-81.78,332,62.58,-9999,-9999,-9999,-9999,-9999,55.62,78,-9999,-9999
CLIO1,20131012/0210,123,40.37,-81.78,332,62.73,-9999,-9999,-9999,-9999,-9999,55.77,78,-9999,-9999
COSO3,20131012/0115,123,43.27,-124.32,12,53.96,-9999,-9999,-9999,-9999,-9999,44.02,69,-9999,-9999
COSO3,20131012/0120,123,43.27,-124.32,12,53.69,-9999,-9999,-9999,-9999,-9999,43.76,69,-9999,-9999
COSO3,20131012/0125,123,43.27,-124.32,12,53.69,-9999,-9999,-9999,-9999,-9999,44.51,71,-9999,-9999
COSO3,20131012/0130,123,43.27,-124.32,12,53.49,-9999,-9999,-9999,-9999,-9999,44.69,72,-9999,-9999
COSO3,20131012/0135,123,43.27,-124.32,12,53.29,-9999,-9999,-9999,-9999,-9999,44.5,72,-9999,-9999
COSO3,20131012/0140,123,43.27,-124.32,12,52.88,-9999,-9999,-9999,-9999,-9999,44.46,73,-9999,-9999
COSO3,20131012/0145,123,43.27,-124.32,12,52.54,-9999,-9999,-9999,-9999,-9999,44.49,74,-9999,-9999
COSO3,20131012/0150,123,43.27,-124.32,12,51.57,-9999,-9999,-9999,-9999,-9999,43.91,75,-9999,-9999
COSO3,20131012/0155,123,43.27,-124.32,12,51.62,-9999,-9999,-9999,-9999,-9999,44.3,76,-9999,-9999
COSO3,20131012/0200,123,43.27,-124.32,12,51.39,-9999,-9999,5.58,-9999,-9999,45.43,80,-9999,-9999
COSO3,20131012/0205,123,43.27,-124.32,12,50.9,-9999,-9999,-9999,-9999,-9999,45.28,81,-9999,-9999
COSO3,20131012/0210,123,43.27,-124.32,12,50.9,-9999,-9999,-9999,-9999,-9999,45.6,82,-9999,-9999
CRTI1,20131012/0110,123,43.46,-113.56,1783,43.23,-9999,-9999,-9999,-9999,-9999,24.38,47,-9999,-9999
CRTI1,20131012/0115,123,43.46,-113.56,1783,43.11,-9999,-9999,-9999,-9999,-9999,24.27,47,-9999,-9999
CRTI1,20131012/0120,123,43.46,-113.56,1783,42.69,-9999,-9999,-9999,-9999,-9999,23.88,47,-9999,-9999
CRTI1,20131012/0125,123,43.46,-113.56,1783,42.33,-9999,-9999,-9999,-9999,-9999,23.55,47,-9999,-9999
CRTI1,20131012/0130,123,43.46,-113.56,1783,42.04,-9999,-9999,-9999,-9999,-9999,23.28,47,-9999,-9999
CRTI1,20131012/0135,123,43.46,-113.56,1783,42.01,-9999,-9999,-9999,-9999,-9999,23.26,47,-9999,-9999
CRTI1,20131012/0140,123,43.46,-113.56,1783,41.68,-9999,-9999,-9999,-9999,-9999,22.96,47,-9999,-9999
CRTI1,20131012/0145,123,43.46,-113.56,1783,41.74,-9999,-9999,-9999,-9999,-9999,23.01,47,-9999,-9999
CRTI1,20131012/0150,123,43.46,-113.56,1783,41.38,-9999,-9999,-9999,-9999,-9999,22.68,47,-9999,-9999
CRTI1,20131012/0155,123,43.46,-113.56,1783,41.31,-9999,-9999,-9999,-9999,-9999,23.12,48,-9999,-9999
CRTI1,20131012/0200,123,43.46,-113.56,1783,41.13,-9999,-9999,13.62,-9999,-9999,22.95,48,-9999,-9999
CRTI1,20131012/0205,123,43.46,-113.56,1783,40.93,-9999,-9999,-9999,-9999,-9999,22.77,48,-9999,-9999
CSVT1,20131012/0115,123,36.01,-85.13,583,55.9,-9999,-9999,-9999,-9999,-9999,52.09,87,-9999,-9999
CSVT1,20131012/0120,123,36.01,-85.13,583,55.85,-9999,-9999,-9999,-9999,-9999,52.35,88,-9999,-9999
CSVT1,20131012/0125,123,36.01,-85.13,583,55.62,-9999,-9999,-9999,-9999,-9999,52.43,89,-9999,-9999
CSVT1,20131012/0130,123,36.01,-85.13,583,54.59,-9999,-9999,-9999,-9999,-9999,51.71,90,-9999,-9999
CSVT1,20131012/0135,123,36.01,-85.13,583,54.5,-9999,-9999,-9999,-9999,-9999,51.93,91,-9999,-9999
CSVT1,20131012/0140,123,36.01,-85.13,583,55.56,-9999,-9999,-9999,-9999,-9999,53.27,92,-9999,-9999
CSVT1,20131012/0145,123,36.01,-85.13,583,55.54,-9999,-9999,-9999,-9999,-9999,53.55,93,-9999,-9999
CSVT1,20131012/0150,123,36.01,-85.13,583,54.99,-9999,-9999,-9999,-9999,-9999,53,93,-9999,-9999
CSVT1,20131012/0155,123,36.01,-85.13,583,54.99,-9999,-9999,-9999,-9999,-9999,52.71,92,-9999,-9999
CSVT1,20131012/0200,123,36.01,-85.13,583,54.63,-9999,-9999,-9999,-9999,-9999,52.65,93,-9999,-9999
CSVT1,20131012/0205,123,36.01,-85.13,583,54.05,-9999,-9999,-9999,-9999,-9999,52.07,93,-9999,-9999
CSVT1,20131012/0210,123,36.01,-85.13,583,54.16,-9999,-9999,-9999,-9999,-9999,52.18,93,-9999,-9999
CTMM4,20131012/0110,123,46.33,-86.92,258,54.59,-9999,-9999,-9999,-9999,-9999,49.21,82,-9999,-9999
CTMM4,20131012/0115,123,46.33,-86.92,258,53.87,-9999,-9999,-9999,-9999,-9999,48.83,83,-9999,-9999
CTMM4,20131012/0120,123,46.33,-86.92,258,53.87,-9999,-9999,-9999,-9999,-9999,49.15,84,-9999,-9999
CTMM4,20131012/0125,123,46.33,-86.92,258,54.25,-9999,-9999,-9999,-9999,-9999,49.52,84,-9999,-9999
CTMM4,20131012/0130,123,46.33,-86.92,258,53.82,-9999,-9999,-9999,-9999,-9999,49.1,84,-9999,-9999
CTMM4,20131012/0135,123,46.33,-86.92,258,53.82,-9999,-9999,-9999,-9999,-9999,49.1,84,-9999,-9999
CTMM4,20131012/0140,123,46.33,-86.92,258,53.53,-9999,-9999,-9999,-9999,-9999,49.13,85,-9999,-9999
CTMM4,20131012/0145,123,46.33,-86.92,258,53.58,-9999,-9999,-9999,-9999,-9999,49.49,86,-9999,-9999
CTMM4,20131012/0150,123,46.33,-86.92,258,53.53,-9999,-9999,-9999,-9999,-9999,49.45,86,-9999,-9999
CTMM4,20131012/0155,123,46.33,-86.92,258,53.35,-9999,-9999,-9999,-9999,-9999,49.27,86,-9999,-9999
CTMM4,20131012/0200,123,46.33,-86.92,258,53.28,-9999,-9999,7.5,-9999,-9999,49.2,86,-9999,-9999
CTMM4,20131012/0205,123,46.33,-86.92,258,53.6,-9999,-9999,-9999,-9999,-9999,49.51,86,-9999,-9999
CVPW2,20131012/0105,123,39.01,-79.47,1061,52.84,-9999,-9999,-9999,-9999,-9999,51.73,96,-9999,-9999
CVPW2,20131012/0110,123,39.01,-79.47,1061,52.84,-9999,-9999,-9999,-9999,-9999,51.73,96,-9999,-9999
CVPW2,20131012/0115,123,39.01,-79.47,1061,52.84,-9999,-9999,-9999,-9999,-9999,51.73,96,-9999,-9999
CVPW2,20131012/0120,123,39.01,-79.47,1061,52.83,-9999,-9999,-9999,-9999,-9999,51.72,96,-9999,-9999
CVPW2,20131012/0125,123,39.01,-79.47,1061,52.81,-9999,-9999,-9999,-9999,-9999,51.7,96,-9999,-9999
CVPW2,20131012/0130,123,39.01,-79.47,1061,52.81,-9999,-9999,-9999,-9999,-9999,51.7,96,-9999,-9999
CVPW2,20131012/0135,123,39.01,-79.47,1061,52.81,-9999,-9999,-9999,-9999,-9999,51.7,96,-9999,-9999
CVPW2,20131012/0140,123,39.01,-79.47,1061,52.81,-9999,-9999,-9999,-9999,-9999,51.7,96,-9999,-9999
CVPW2,20131012/0145,123,39.01,-79.47,1061,52.77,-9999,-9999,-9999,-9999,-9999,51.66,96,-9999,-9999
CVPW2,20131012/0150,123,39.01,-79.47,1061,52.75,-9999,-9999,-9999,-9999,-9999,51.64,96,-9999,-9999
CVPW2,20131012/0155,123,39.01,-79.47,1061,52.75,-9999,-9999,-9999,-9999,-9999,51.64,96,-9999,-9999
CVPW2,20131012/0200,123,39.01,-79.47,1061,52.77,-9999,-9999,6.05,-9999,-9999,51.66,96,-9999,-9999
CVSO3,20131012/0110,123,44.42,-123.33,91,55.33,-9999,-9999,-9999,-9999,-9999,42.11,61,-9999,-9999
CVSO3,20131012/0115,123,44.42,-123.33,91,54.95,-9999,-9999,-9999,-9999,-9999,42.17,62,-9999,-9999
CVSO3,20131012/0120,123,44.42,-123.33,91,54.39,-9999,-9999,-9999,-9999,-9999,42.87,65,-9999,-9999
CVSO3,20131012/0125,123,44.42,-123.33,91,54.01,-9999,-9999,-9999,-9999,-9999,43.69,68,-9999,-9999
CVSO3,20131012/0130,123,44.42,-123.33,91,54.01,-9999,-9999,-9999,-9999,-9999,44.45,70,-9999,-9999
CVSO3,20131012/0135,123,44.42,-123.33,91,54.01,-9999,-9999,-9999,-9999,-9999,44.07,69,-9999,-9999
CVSO3,20131012/0140,123,44.42,-123.33,91,54.01,-9999,-9999,-9999,-9999,-9999,43.69,68,-9999,-9999
CVSO3,20131012/0145,123,44.42,-123.33,91,53.08,-9999,-9999,-9999,-9999,-9999,43.18,69,-9999,-9999
CVSO3,20131012/0150,123,44.42,-123.33,91,53.15,-9999,-9999,-9999,-9999,-9999,44.36,72,-9999,-9999
CVSO3,20131012/0155,123,44.42,-123.33,91,53.08,-9999,-9999,-9999,-9999,-9999,44.29,72,-9999,-9999
CVSO3,20131012/0200,123,44.42,-123.33,91,53.31,-9999,-9999,1.51,-9999,-9999,44.88,73,-9999,-9999
CVSO3,20131012/0205,123,44.42,-123.33,91,53.4,-9999,-9999,-9999,-9999,-9999,44.6,72,-9999,-9999
DKCN7,20131012/0115,123,35.97,-79.09,171,62.19,-9999,-9999,-9999,-9999,-9999,60.44,94,-9999,-9999
DKCN7,20131012/0120,123,35.97,-79.09,171,62.28,-9999,-9999,-9999,-9999,-9999,60.53,94,-9999,-9999
DKCN7,20131012/0125,123,35.97,-79.09,171,62.33,-9999,-9999,-9999,-9999,-9999,60.58,94,-9999,-9999
DKCN7,20131012/0130,123,35.97,-79.09,171,62.19,-9999,-9999,-9999,-9999,-9999,60.14,93,-9999,-9999
DKCN7,20131012/0135,123,35.97,-79.09,171,61.97,-9999,-9999,-9999,-9999,-9999,59.62,92,-9999,-9999
DKCN7,20131012/0140,123,35.97,-79.09,171,61.95,-9999,-9999,-9999,-9999,-9999,59.29,91,-9999,-9999
DKCN7,20131012/0145,123,35.97,-79.09,171,61.74,-9999,-9999,-9999,-9999,-9999,59.08,91,-9999,-9999
DKCN7,20131012/0150,123,35.97,-79.09,171,61.66,-9999,-9999,-9999,-9999,-9999,59.31,92,-9999,-9999
DKCN7,20131012/0155,123,35.97,-79.09,171,61.54,-9999,-9999,-9999,-9999,-9999,59.19,92,-9999,-9999
DKCN7,20131012/0200,123,35.97,-79.09,171,61.38,-9999,-9999,-9999,-9999,-9999,59.03,92,-9999,-9999
DKCN7,20131012/0205,123,35.97,-79.09,171,61.29,-9999,-9999,-9999,-9999,-9999,58.94,92,-9999,-9999
DKCN7,20131012/0210,123,35.97,-79.09,171,61.18,-9999,-9999,-9999,-9999,-9999,58.83,92,-9999,-9999
DNOC2,20131012/0120,123,40.24,-108.97,1829,47.91,-9999,-9999,-9999,-9999,-9999,32.53,55,-9999,-9999
DNOC2,20131012/0125,123,40.24,-108.97,1829,47.91,-9999,-9999,-9999,-9999,-9999,31.61,53,-9999,-9999
DNOC2,20131012/0130,123,40.24,-108.97,1829,47.14,-9999,-9999,-9999,-9999,-9999,31.81,55,-9999,-9999
DNOC2,20131012/0135,123,40.24,-108.97,1829,46.99,-9999,-9999,-9999,-9999,-9999,32.12,56,-9999,-9999
DNOC2,20131012/0140,123,40.24,-108.97,1829,46.92,-9999,-9999,-9999,-9999,-9999,32.92,58,-9999,-9999
DNOC2,20131012/0145,123,40.24,-108.97,1829,46.85,-9999,-9999,-9999,-9999,-9999,34.12,61,-9999,-9999
DNOC2,20131012/0150,123,40.24,-108.97,1829,46.98,-9999,-9999,-9999,-9999,-9999,34.24,61,-9999,-9999
DNOC2,20131012/0155,123,40.24,-108.97,1829,46.98,-9999,-9999,-9999,-9999,-9999,33.41,59,-9999,-9999
DNOC2,20131012/0200,123,40.24,-108.97,1829,46.9,-9999,-9999,7.62,-9999,-9999,32.9,58,-9999,-9999
DNOC2,20131012/0205,123,40.24,-108.97,1829,46.9,-9999,-9999,-9999,-9999,-9999,32.03,56,-9999,-9999
DNOC2,20131012/0210,123,40.24,-108.97,1829,46.45,-9999,-9999,-9999,-9999,-9999,31.17,55,-9999,-9999
DNOC2,20131012/0215,123,40.24,-108.97,1829,46.45,-9999,-9999,-9999,-9999,-9999,31.61,56,-9999,-9999
ERGT2,20131012/0115,123,26.53,-98.06,20,84.07,-9999,-9999,-9999,-9999,-9999,71.46,66,-9999,-9999
ERGT2,20131012/0120,123,26.53,-98.06,20,83.89,-9999,-9999,-9999,-9999,-9999,71.73,67,-9999,-9999
ERGT2,20131012/0125,123,26.53,-98.06,20,83.82,-9999,-9999,-9999,-9999,-9999,72.1,68,-9999,-9999
ERGT2,20131012/0130,123,26.53,-98.06,20,83.62,-9999,-9999,-9999,-9999,-9999,71.91,68,-9999,-9999
ERGT2,20131012/0135,123,26.53,-98.06,20,83.55,-9999,-9999,-9999,-9999,-9999,71.85,68,-9999,-9999
ERGT2,20131012/0140,123,26.53,-98.06,20,83.43,-9999,-9999,-9999,-9999,-9999,72.16,69,-9999,-9999
ERGT2,20131012/0145,123,26.53,-98.06,20,83.21,-9999,-9999,-9999,-9999,-9999,71.95,69,-9999,-9999
ERGT2,20131012/0150,123,26.53,-98.06,20,83.01,-9999,-9999,-9999,-9999,-9999,71.76,69,-9999,-9999
ERGT2,20131012/0155,123,26.53,-98.06,20,82.96,-9999,-9999,-9999,-9999,-9999,71.72,69,-9999,-9999
